,samples,nm_class,slices,fold
246,a4c838df-6ac4-455a-8096-8ec680064374.csv,Stomach-AdenoCA,2,4
245,7e036d40-b669-4929-a1e2-c4736e01a473.csv,Stomach-AdenoCA,2,4
246,c73f3f82-3091-46dd-b667-e96a1d8c501c.csv,Stomach-AdenoCA,9,4
245,a2e67393-50d7-4bcc-9bbd-c695086a936a.csv,Stomach-AdenoCA,9,4
244,6dbac113-d4cf-4db5-97c9-50fa400bb47e.csv,Stomach-AdenoCA,9,4
243,5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7.csv,Stomach-AdenoCA,9,4
247,dd9d2e9e-02dc-40fc-842b-c5b9707fca56.csv,Stomach-AdenoCA,9,4
242,30b9ab02-60f2-4974-85a9-874f247ae932.csv,Stomach-AdenoCA,9,4
241,153a64ee-6322-4f2e-b3df-77ef7d3a4cf0.csv,Stomach-AdenoCA,9,4
248,ffb4f42b-58e9-40c3-8963-11804f041375.csv,Stomach-AdenoCA,8,4
247,dc537fcf-d910-4c4b-8af9-e7da429f2633.csv,Stomach-AdenoCA,8,4
242,34a445c2-1eb4-4a9f-8838-cddc2f82aae4.csv,Stomach-AdenoCA,10,4
246,a46f1e20-9e97-4dcc-a5ed-532aad9f3236.csv,Stomach-AdenoCA,1,4
243,576a1741-8c65-40da-9f0f-b2ca805d70f3.csv,Stomach-AdenoCA,8,4
244,7116cc90-f465-4e7e-aa27-48a83ed258e9.csv,Stomach-AdenoCA,10,4
245,a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5.csv,Stomach-AdenoCA,10,4
246,c79ce3d3-4758-4f52-9da1-38f994c99f4e.csv,Stomach-AdenoCA,10,4
247,ea1cac20-88c1-4257-9cdb-d2890eb2e123.csv,Stomach-AdenoCA,10,4
245,9536f736-63bc-4099-bd54-740f5910f4a8.csv,Stomach-AdenoCA,8,4
244,6dac8ca0-f776-4ea2-85c4-aefba4966be7.csv,Stomach-AdenoCA,8,4
244,622eaa04-b8f9-471b-98b0-7befd119f14c.csv,Stomach-AdenoCA,3,4
242,2e66eb75-097c-4ad8-b2b3-9f5849dfd02f.csv,Stomach-AdenoCA,8,4
248,ea2055d1-7b8b-4aaf-9a70-8802f4deef9b.csv,Stomach-AdenoCA,1,4
243,5dc6f055-c4f6-49a1-a68c-94cf87cbd363.csv,Stomach-AdenoCA,10,4
247,d91e1a92-837d-44d6-92d8-419f435effe0.csv,Stomach-AdenoCA,5,4
241,172c9864-c26d-4e9b-947a-e8ce761e996d.csv,Stomach-AdenoCA,10,4
243,37e5d47b-851b-47de-ba6a-fd2835644011.csv,Stomach-AdenoCA,1,4
244,606111e3-6b7d-42a6-b7d0-9d6c3e33acd6.csv,Stomach-AdenoCA,1,4
247,d6738c83-7b52-4224-846a-67bd085aaab8.csv,Stomach-AdenoCA,2,4
252,c8381701-31cb-465a-bdf2-1b8132be7a14.csv,Thy-AdenoCA,10,4
250,565e656c-d5e3-4fe4-a10c-2e9ca1e498b5.csv,Thy-AdenoCA,10,4
249,1d97ba51-d981-4986-9f71-c2b6cb9961c3.csv,Thy-AdenoCA,10,4
248,0567d3e6-6278-4d0a-81ae-c084d73c6dd3.csv,Thy-AdenoCA,10,4
252,b8cd6882-be27-4742-bc63-3227d31bf704.csv,Thy-AdenoCA,9,4
251,77ebe6d2-6537-49d3-849d-fe93e2cf52af.csv,Thy-AdenoCA,9,4
250,546b97b0-ab82-42a1-bbd2-241523278ec3.csv,Thy-AdenoCA,9,4
249,1bbb522d-e224-4b3f-9e10-3a47d06b2b05.csv,Thy-AdenoCA,9,4
251,5deeaa45-4c1b-4ab2-a487-93c548838f68.csv,Thy-AdenoCA,3,4
253,d0a33fd2-085c-488b-b843-2ca97c85a5cb.csv,Thy-AdenoCA,1,4
248,007aab66-2f07-459d-8952-3041d6ea24a8.csv,Thy-AdenoCA,9,4
253,dbacc1ad-c88a-4bcf-a45f-e9c83c762164.csv,Thy-AdenoCA,3,4
249,178d0486-cb0d-4979-8bdf-bb3fe99149bd.csv,Thy-AdenoCA,5,4
252,8845fce6-e2b4-4929-942b-57096b0bbafc.csv,Thy-AdenoCA,3,4
250,3f039593-91d1-43cb-a06b-41e92f7e8d20.csv,Thy-AdenoCA,5,4
249,17a66d24-de77-4f2a-a8ad-d2c6a69e7671.csv,Thy-AdenoCA,6,4
253,fa837b4d-55a7-4dcf-9fdf-cf9c13644df7.csv,Thy-AdenoCA,5,4
252,7dfcfe29-3900-4d7b-8067-60c51584b0b1.csv,Thy-AdenoCA,2,4
251,63ea274b-d42b-4787-9c54-8ee95ea376ec.csv,Thy-AdenoCA,5,4
252,ad874249-9964-4e48-aa3f-7e828ea28f3f.csv,Thy-AdenoCA,6,4
253,d692ecd0-2433-426b-9af2-a30c44a80f7c.csv,Thy-AdenoCA,2,4
250,2dd5eea1-42a1-4e8b-99ac-20399cc7e15c.csv,Thy-AdenoCA,3,4
249,13642cf8-9840-4a7d-a26a-95f65b2c70c3.csv,Thy-AdenoCA,3,4
252,79169c46-7049-4576-9885-63973db76ab9.csv,Thy-AdenoCA,1,4
251,79133e29-ba0b-4e2f-a6d9-bf294c5144f0.csv,Thy-AdenoCA,10,4
251,5bdca282-c671-48ff-b32b-2380996016c0.csv,Thy-AdenoCA,1,4
251,5c02d399-07af-4573-a568-bc1b256bc8f8.csv,Thy-AdenoCA,2,4
250,473fe833-fcc6-485e-93d2-95e662c3ef53.csv,Thy-AdenoCA,6,4
252,a9c29edd-2ef1-46ef-93c6-796cf0332a2b.csv,Thy-AdenoCA,5,4
252,b1753e9c-29d0-4955-89d2-949cdabd1211.csv,Thy-AdenoCA,8,4
249,0c18a8b7-bad1-4aa4-a6df-472f89d9761c.csv,Thy-AdenoCA,2,4
250,29578759-9ccb-4a24-b5b8-c45ebd4339d9.csv,Thy-AdenoCA,2,4
249,07a7c634-bd9a-4fc2-b9fe-87b060ec3d1f.csv,Thy-AdenoCA,1,4
250,248fd0ed-f14c-40b8-9f14-e9c7adf16e22.csv,Thy-AdenoCA,1,4
251,66eb4833-1b87-4fd9-a53d-26dc7ad6de29.csv,Thy-AdenoCA,8,4
251,64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff.csv,Thy-AdenoCA,6,4
249,19233fd1-5229-466e-acf3-5882165758e0.csv,Thy-AdenoCA,7,4
250,4bae2f08-da75-4991-acb8-5ba9912f9131.csv,Thy-AdenoCA,7,4
251,64c2e6a0-2341-49c4-a6dd-656e7bb505dd.csv,Thy-AdenoCA,7,4
252,add0b0f6-b4a8-4b73-b634-c3600dc567d5.csv,Thy-AdenoCA,7,4
249,1924d200-6929-4eef-8a7f-317f8fbab915.csv,Thy-AdenoCA,8,4
250,54426b1a-e0d3-4d8e-9e81-2d8e6b153b22.csv,Thy-AdenoCA,8,4
253,fc812906-d3b6-4210-a842-96f095280cbf.csv,Thy-AdenoCA,6,4
257,e7d74d34-3255-4c20-90fd-b105e6e229c8.csv,Uterus-AdenoCA,10,4
258,ea6efcd1-11de-45f0-8bde-f1c06ad27e79.csv,Uterus-AdenoCA,1,4
257,b0a83df8-dd2c-4c1b-b238-9081d2c22258.csv,Uterus-AdenoCA,1,4
256,af96db5a-684f-41d1-a910-5a5193393d9c.csv,Uterus-AdenoCA,10,4
255,8d4cb709-c95c-4bdc-844b-c0bfa2a3028e.csv,Uterus-AdenoCA,10,4
257,b77084ab-8148-49e0-b3f9-90f7d9ea1862.csv,Uterus-AdenoCA,3,4
255,638e80c7-9a6e-4a32-a621-fc4168e72343.csv,Uterus-AdenoCA,3,4
254,19def402-fb8d-4b27-90dd-ce9135a3c0a2.csv,Uterus-AdenoCA,3,4
258,eae45fbe-9f7d-4f59-a0a9-1f0f0d69afc4.csv,Uterus-AdenoCA,2,4
257,b38d0777-4901-48b8-9cdc-33b7f13a424f.csv,Uterus-AdenoCA,2,4
256,92126163-00c3-41f2-9ce6-7aad5f621407.csv,Uterus-AdenoCA,2,4
255,55ada396-0878-4724-8ebe-00da367eed3d.csv,Uterus-AdenoCA,1,4
256,950486ad-14f8-480a-b079-9cc3cd842090.csv,Uterus-AdenoCA,3,4
256,99696731-c88f-427b-975b-1d90013e63ff.csv,Uterus-AdenoCA,6,4
254,19c1c97f-a3ec-44a8-8a20-6f97caed1a4f.csv,Uterus-AdenoCA,2,4
258,fd504153-3cf6-44b9-99d5-21961ebac188.csv,Uterus-AdenoCA,7,4
257,c75cc75a-7496-420f-b526-ea63c77e9839.csv,Uterus-AdenoCA,6,4
258,f7dcc2e4-1fc4-4b39-bc6a-720e66116d68.csv,Uterus-AdenoCA,6,4
253,00db4dc2-3ec7-4ff9-9233-d69c8c8a607f.csv,Uterus-AdenoCA,7,4
254,42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2.csv,Uterus-AdenoCA,7,4
255,7364a112-61b9-41c6-b85f-18c97c54cefd.csv,Uterus-AdenoCA,7,4
256,9d2671b9-bd30-4e3c-aa74-01e31dd2531e.csv,Uterus-AdenoCA,7,4
257,cc19a480-9c66-4ee8-a0c0-921acac02689.csv,Uterus-AdenoCA,7,4
256,8dd14f0e-8601-4aa1-864c-3c49e768cdd1.csv,Uterus-AdenoCA,1,4
255,577d5c9e-fbda-41d5-b0b3-cdb733453ea5.csv,Uterus-AdenoCA,2,4
254,15d597de-d26c-4ce1-b0cb-077e39b55f30.csv,Uterus-AdenoCA,1,4
255,712ba532-fb1a-43fa-a356-b446b509ceb7.csv,Uterus-AdenoCA,6,4
257,dec775c5-7d9a-4dc5-b399-dc4b7ba49d73.csv,Uterus-AdenoCA,9,4
258,f7187888-f261-4a39-99b4-966fd7207117.csv,Uterus-AdenoCA,5,4
257,c082dc34-457e-40ec-8258-e11e8ed362c2.csv,Uterus-AdenoCA,5,4
256,96f337d2-cec4-4484-87cd-ab2109d2bf50.csv,Uterus-AdenoCA,5,4
255,6e599fcc-d79a-4e0f-b451-c20768c989f9.csv,Uterus-AdenoCA,5,4
254,2b78de4e-4c8b-4adf-a058-3dae797e7881.csv,Uterus-AdenoCA,5,4
258,ec31e921-0782-4f77-ac23-4190af1e61ee.csv,Uterus-AdenoCA,3,4
254,460f7427-ebcf-404b-9e9e-e0278d0bca95.csv,Uterus-AdenoCA,8,4
253,0385961e-ea99-40b2-ad79-6872bc30d8a1.csv,Uterus-AdenoCA,8,4
254,493e7008-551c-4c0e-b567-a0f31868629e.csv,Uterus-AdenoCA,9,4
256,a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3.csv,Uterus-AdenoCA,8,4
257,d12cfd8b-682d-41df-acf8-ee7f68a6241c.csv,Uterus-AdenoCA,8,4
253,105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d.csv,Uterus-AdenoCA,10,4
255,82d2ea5f-ebdc-4907-a287-fe837fd6b59c.csv,Uterus-AdenoCA,9,4
256,accfc45b-eae0-4991-a488-e217cdb46655.csv,Uterus-AdenoCA,9,4
254,554b9439-7e11-43ec-8bc3-448c59100b9e.csv,Uterus-AdenoCA,10,4
255,82be6087-a491-42d4-9b48-6a10d1bace18.csv,Uterus-AdenoCA,8,4
253,0c39c03a-ec84-42c6-be69-8e98bc7a9f5a.csv,Uterus-AdenoCA,9,4
254,31bc44b9-35ff-43fd-8a01-a834f3b1ce46.csv,Uterus-AdenoCA,6,4
0,f83fc777-5416-c3e9-e040-11ac0d482c8e.csv,Bone-Osteosarc,10,5
3,fc93e38d-6bd5-9912-e040-11ac0c4838cd.csv,Bone-Osteosarc,9,5
0,f221c897-6ad0-0df9-e040-11ac0c4813ef.csv,Bone-Osteosarc,1,5
1,f8407106-8a96-8f85-e040-11ac0d481656.csv,Bone-Osteosarc,1,5
2,f8572359-f29a-5945-e040-11ac0d4821cf.csv,Bone-Osteosarc,1,5
3,f86b7e84-7040-c751-e040-11ac0c485675.csv,Bone-Osteosarc,1,5
3,f86e2d80-911b-7a19-e040-11ac0d486900.csv,Bone-Osteosarc,2,5
2,f8593ac0-9480-22a0-e040-11ac0d48697a.csv,Bone-Osteosarc,2,5
1,f841c488-6b8d-6645-e040-11ac0c481418.csv,Bone-Osteosarc,2,5
0,f82d213f-9843-28eb-e040-11ac0d483e48.csv,Bone-Osteosarc,2,5
4,fc950c33-faa4-0241-e040-11ac0c486786.csv,Bone-Osteosarc,1,5
3,fc9469d0-4d0e-bb59-e040-11ac0d481e59.csv,Bone-Osteosarc,10,5
2,f86b6ba2-8f4b-ee53-e040-11ac0d485904.csv,Bone-Osteosarc,10,5
1,f856fa85-fdb8-c0b0-e040-11ac0d480b4e.csv,Bone-Osteosarc,10,5
2,f85add3d-e2e6-31f8-e040-11ac0d48479c.csv,Bone-Osteosarc,3,5
0,f82d213f-bc06-5b51-e040-11ac0c48687e.csv,Bone-Osteosarc,4,5
2,f85ae2b7-cebf-17a2-e040-11ac0c48033a.csv,Bone-Osteosarc,4,5
0,f82d2146-726a-d0e0-e040-11ac0c486888.csv,Bone-Osteosarc,8,5
0,f82d213f-9ba5-7b6b-e040-11ac0c486882.csv,Bone-Osteosarc,3,5
1,f8425828-5b0f-23a8-e040-11ac0d484128.csv,Bone-Osteosarc,3,5
0,f82d213f-caa7-fd59-e040-11ac0d483e46.csv,Bone-Osteosarc,6,5
4,fc99b734-7f61-88d1-e040-11ac0c482e88.csv,Bone-Osteosarc,3,5
4,fc998aec-57dd-eab2-e040-11ac0d48680a.csv,Bone-Osteosarc,2,5
3,f87e94a9-ef37-fcba-e040-11ac0c482332.csv,Bone-Osteosarc,6,5
2,f866123a-9eb0-e856-e040-11ac0c48717e.csv,Bone-Osteosarc,6,5
3,f87348df-7186-4c6b-e040-11ac0c482ba9.csv,Bone-Osteosarc,3,5
1,f85397dc-e6e9-4f54-e040-11ac0d48706c.csv,Bone-Osteosarc,8,5
3,f87eb1b5-1712-ca1f-e040-11ac0c483848.csv,Bone-Osteosarc,7,5
0,f82d2146-70f5-8114-e040-11ac0d483e50.csv,Bone-Osteosarc,7,5
1,f854ae3f-356d-f0ad-e040-11ac0c485dae.csv,Bone-Osteosarc,9,5
0,f83f1eb8-b2c8-c3d6-e040-11ac0c48261e.csv,Bone-Osteosarc,9,5
3,f8809cee-8f81-28f8-e040-11ac0d4873bf.csv,Bone-Osteosarc,8,5
2,f8696c79-b165-92a6-e040-11ac0c4804bf.csv,Bone-Osteosarc,7,5
1,f8515e5a-7de3-6be3-e040-11ac0c480d6d.csv,Bone-Osteosarc,7,5
1,f843ed5c-0336-3d33-e040-11ac0d48478c.csv,Bone-Osteosarc,4,5
2,f86ae246-2492-9785-e040-11ac0d4813b0.csv,Bone-Osteosarc,9,5
1,f8467ec8-2d61-ba21-e040-11ac0c483584.csv,Bone-Osteosarc,6,5
2,f86975a2-78a4-ef8c-e040-11ac0c4809da.csv,Bone-Osteosarc,8,5
4,fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1.csv,Bone-Osteosarc,4,5
3,f87cdca1-2c85-49d2-e040-11ac0d485c9d.csv,Bone-Osteosarc,4,5
13,f39cc911-36a7-4c06-9e91-4ad86281db3d.csv,Breast-AdenoCA,10,5
16,fc447d53-24d1-c83d-e040-11ac0c4846a6.csv,Breast-AdenoCA,8,5
17,fc806c50-2f6e-418d-e040-11ac0d485f01.csv,Breast-AdenoCA,10,5
17,fc7eb420-5c13-20bd-e040-11ac0d484574.csv,Breast-AdenoCA,8,5
16,fc447d56-0d53-e0c3-e040-11ac0c4846a8.csv,Breast-AdenoCA,10,5
15,f7fdda4f-7bf7-ede7-e040-11ac0c486e57.csv,Breast-AdenoCA,10,5
14,f7d128d2-3964-e3bc-e040-11ac0d481667.csv,Breast-AdenoCA,10,5
18,fc8130df-2ca4-39d2-e040-11ac0d485e00.csv,Breast-AdenoCA,10,5
18,fc8130df-2628-304a-e040-11ac0d485dfa.csv,Breast-AdenoCA,8,5
9,9032b7fe-e38a-4641-a45e-67041668adc4.csv,Breast-AdenoCA,2,5
12,f221cbb5-eefa-187f-e040-11ac0c481708.csv,Breast-AdenoCA,2,5
23,fc813235-5ed8-7695-e040-11ac0d485e3e.csv,Breast-AdenoCA,1,5
5,1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa.csv,Breast-AdenoCA,2,5
6,2da2b745-068d-408c-9163-3b3a78d4aaed.csv,Breast-AdenoCA,2,5
7,4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9.csv,Breast-AdenoCA,2,5
8,71fda5a9-7049-406f-9348-2c24f7ddf5f4.csv,Breast-AdenoCA,2,5
18,fc8130df-2211-cfcc-e040-11ac0d485dde.csv,Breast-AdenoCA,6,5
14,f7c6486a-bb08-f77a-e040-11ac0c482953.csv,Breast-AdenoCA,7,5
13,f393bb0b-08ed-3335-e040-11ac0d484554.csv,Breast-AdenoCA,7,5
10,c67409b2-ac25-42a0-8543-4636ef132fe4.csv,Breast-AdenoCA,6,5
22,fc8130e3-023d-c7d4-e040-11ac0c483295.csv,Breast-AdenoCA,7,5
11,e55f338f-97e2-4394-ae23-c92606069485.csv,Breast-AdenoCA,6,5
24,fe04d042-a4cc-4a14-8197-415ea40951aa.csv,Breast-AdenoCA,1,5
11,db45d81f-695c-4f99-beea-6dbec1ff47fc.csv,Breast-AdenoCA,2,5
10,aacaba97-ecde-440b-aae0-0e9c608c4b24.csv,Breast-AdenoCA,2,5
21,fc8130e0-0bc1-bba7-e040-11ac0c483289.csv,Breast-AdenoCA,1,5
10,cc4f9175-a8c8-424a-99d7-8bd11cae0e52.csv,Breast-AdenoCA,7,5
9,9ddf2119-a222-4fa5-a9f3-0bec7eeea36b.csv,Breast-AdenoCA,7,5
19,fc8130df-6860-7677-e040-11ac0d485ddc.csv,Breast-AdenoCA,9,5
12,f393bafe-c99f-3725-e040-11ac0d484514.csv,Breast-AdenoCA,6,5
13,f393bb0a-df7d-645c-e040-11ac0d484550.csv,Breast-AdenoCA,6,5
14,f7b84c09-15d4-3046-e040-11ac0c4847ff.csv,Breast-AdenoCA,6,5
15,f7ed28a6-8f5f-e87b-e040-11ac0c48120e.csv,Breast-AdenoCA,6,5
7,6d7f44df-e9f0-4542-a6d8-d14ee7804002.csv,Breast-AdenoCA,10,5
15,f7f3e156-0dde-72b9-e040-11ac0d48542c.csv,Breast-AdenoCA,7,5
16,fc447d55-95d8-0b34-e040-11ac0d483afa.csv,Breast-AdenoCA,9,5
16,fc447d51-cdc2-a180-e040-11ac0c4846a4.csv,Breast-AdenoCA,7,5
17,fc7f8eeb-9c40-123e-e040-11ac0c484061.csv,Breast-AdenoCA,9,5
17,fc78685a-7053-152a-e040-11ac0c480ded.csv,Breast-AdenoCA,7,5
18,fc8130df-24d9-32f1-e040-11ac0d485df0.csv,Breast-AdenoCA,7,5
20,fc8130e0-095f-b953-e040-11ac0c483287.csv,Breast-AdenoCA,7,5
19,fc8130df-34f8-22c6-e040-11ac0d485de8.csv,Breast-AdenoCA,7,5
15,f7f6619b-fae8-3381-e040-11ac0c483f78.csv,Breast-AdenoCA,9,5
18,fc8130df-297f-34a3-e040-11ac0d485e02.csv,Breast-AdenoCA,9,5
20,fc8130e0-09f1-b964-e040-11ac0c48326e.csv,Breast-AdenoCA,9,5
5,13d05f7a-e16a-40ef-9a15-21257da2cf89.csv,Breast-AdenoCA,1,5
12,f393bb05-c737-4cc3-e040-11ac0d48452a.csv,Breast-AdenoCA,10,5
11,ec4d4cbc-d5d1-418d-a292-cad9576624fd.csv,Breast-AdenoCA,10,5
10,d8fbb398-d1da-4444-984a-22c8523625da.csv,Breast-AdenoCA,10,5
9,a876398c-5b1d-444f-a360-5fe2db697480.csv,Breast-AdenoCA,10,5
14,f7c7373c-1972-4968-e040-11ac0d486e80.csv,Breast-AdenoCA,9,5
15,f7f66114-e321-1d4c-e040-11ac0d48541a.csv,Breast-AdenoCA,8,5
22,fc8130e0-a8b4-d80d-e040-11ac0c483272.csv,Breast-AdenoCA,1,5
12,f393bb00-888d-710f-e040-11ac0d484518.csv,Breast-AdenoCA,7,5
21,fc8130e0-0f1a-b6eb-e040-11ac0c48328f.csv,Breast-AdenoCA,7,5
17,fc639186-8302-798e-e040-11ac0c484cec.csv,Breast-AdenoCA,2,5
21,fc8130e0-a774-d834-e040-11ac0c483268.csv,Breast-AdenoCA,10,5
20,fc8130e0-0b9c-bbc9-e040-11ac0c483266.csv,Breast-AdenoCA,10,5
22,fc81312a-d451-38fb-e040-11ac0c4832a4.csv,Breast-AdenoCA,10,5
13,f393bb07-270c-2c93-e040-11ac0d484533.csv,Breast-AdenoCA,2,5
14,f69e5057-eda6-4391-ba9a-aedbf6b572da.csv,Breast-AdenoCA,2,5
15,f7d7b3db-02af-61cb-e040-11ac0c480c03.csv,Breast-AdenoCA,2,5
16,f809247c-2bab-ab06-e040-11ac0d482b8a.csv,Breast-AdenoCA,2,5
16,fc447d4f-2532-c8ea-e040-11ac0c48469f.csv,Breast-AdenoCA,6,5
6,43f7a2e0-fec9-4e43-872d-18c6c946fa17.csv,Breast-AdenoCA,8,5
5,2290b078-6a5b-4c83-9dfb-b525bbf14e4e.csv,Breast-AdenoCA,6,5
23,fc9dbf68-4599-3c64-e040-11ac0d481623.csv,Breast-AdenoCA,4,5
23,fc9f6cb0-ceb9-790d-e040-11ac0c480ad1.csv,Breast-AdenoCA,7,5
8,74b57d2c-a83f-4798-b86b-a533975e4cc0.csv,Breast-AdenoCA,6,5
9,9c70688d-6e43-4520-9262-eaae4e4d597d.csv,Breast-AdenoCA,6,5
4,0448206f-3ade-4087-b1a9-4fb2d14e1367.csv,Breast-AdenoCA,6,5
6,418e916b-7a4e-4fab-8616-15dcec4d79f8.csv,Breast-AdenoCA,6,5
7,5dbf3203-ce73-41e4-bf9a-32fc856f73f5.csv,Breast-AdenoCA,6,5
22,fc8130e0-aed2-bb2f-e040-11ac0d485e12.csv,Breast-AdenoCA,4,5
21,fc8130e0-0db6-b568-e040-11ac0c483281.csv,Breast-AdenoCA,4,5
20,fc8130df-90ba-5d94-e040-11ac0d485e0c.csv,Breast-AdenoCA,4,5
19,fc8130df-3147-3e94-e040-11ac0d485df8.csv,Breast-AdenoCA,4,5
18,fc8130df-1e8f-c879-e040-11ac0d485df4.csv,Breast-AdenoCA,4,5
17,fc68c24d-47ad-7961-e040-11ac0c48595c.csv,Breast-AdenoCA,4,5
16,f8f749b7-547d-49fa-9da2-44eed962b6fd.csv,Breast-AdenoCA,4,5
15,f7e7b258-b4b2-e6c5-e040-11ac0d486773.csv,Breast-AdenoCA,4,5
14,f7b84b5d-8f28-e6b7-e040-11ac0c484704.csv,Breast-AdenoCA,4,5
13,f393bb08-5b50-e009-e040-11ac0d484537.csv,Breast-AdenoCA,4,5
12,f393bafd-1baa-e5f4-e040-11ac0d48450b.csv,Breast-AdenoCA,4,5
5,25e4cad7-2403-4992-9cbc-433574673549.csv,Breast-AdenoCA,8,5
17,fc6d77a9-121b-48ab-a899-713c3d1319a2.csv,Breast-AdenoCA,6,5
19,fc8130df-3361-3c8a-e040-11ac0d485dea.csv,Breast-AdenoCA,6,5
4,097a7d36-905b-72be-e050-11ac0d482c9a.csv,Breast-AdenoCA,8,5
13,f393bb0c-3ffa-cb72-e040-11ac0d48455c.csv,Breast-AdenoCA,8,5
7,6c8e9197-fd16-4fed-bfda-e349cab26314.csv,Breast-AdenoCA,9,5
9,987528ac-437a-4eb8-a335-4f2076d5c006.csv,Breast-AdenoCA,4,5
11,df291849-4c35-44e1-b013-8f6b7ee36113.csv,Breast-AdenoCA,4,5
21,fc8130e0-a538-dda3-e040-11ac0c483264.csv,Breast-AdenoCA,8,5
10,d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d.csv,Breast-AdenoCA,9,5
9,a85cf239-ff51-46e7-9b88-4c2cb49c66b9.csv,Breast-AdenoCA,9,5
8,8691c87f-2468-44bb-a670-3dccd6da33c6.csv,Breast-AdenoCA,9,5
6,467ef778-f481-44f3-9768-b9900252d2ba.csv,Breast-AdenoCA,9,5
20,fc8130e0-096a-b991-e040-11ac0c48327d.csv,Breast-AdenoCA,8,5
11,ea43434b-197e-48ac-ae2e-46bc7f3776de.csv,Breast-AdenoCA,9,5
5,27f87d1e-2c32-4beb-9677-62f7a286673d.csv,Breast-AdenoCA,9,5
4,110b5f05-ded7-45ec-b0f6-a941c92d77dd.csv,Breast-AdenoCA,9,5
8,7b08e810-f3c9-4155-ac11-f45a3a4f8b41.csv,Breast-AdenoCA,7,5
7,6764e0a2-7a78-45c1-9189-6001c6518ce4.csv,Breast-AdenoCA,7,5
20,fc8130df-6bec-7627-e040-11ac0d485e04.csv,Breast-AdenoCA,1,5
21,fc8130e0-0c53-b432-e040-11ac0c483283.csv,Breast-AdenoCA,2,5
20,fc8130df-897d-5404-e040-11ac0d485e0a.csv,Breast-AdenoCA,2,5
22,fc81312a-99ae-7672-e040-11ac0c4832a2.csv,Breast-AdenoCA,9,5
23,fca3f7d0-2231-661c-e040-11ac0c4832fd.csv,Breast-AdenoCA,9,5
4,13c312ec-0add-4758-ab8d-c193e2e08c6d.csv,Breast-AdenoCA,10,5
19,fc8130df-2e39-3814-e040-11ac0d485de0.csv,Breast-AdenoCA,2,5
5,2b000af3-2c9d-4eaa-af3f-8101b7425c37.csv,Breast-AdenoCA,10,5
6,47312f61-5ef4-4f25-9320-8fbb4758790e.csv,Breast-AdenoCA,10,5
19,fc8130df-2d5f-3b53-e040-11ac0d485dee.csv,Breast-AdenoCA,1,5
9,8f558713-f32b-403b-aedf-c79efeb41c67.csv,Breast-AdenoCA,1,5
18,fc8130df-18fe-c74d-e040-11ac0d485df2.csv,Breast-AdenoCA,1,5
17,fc5dc6d8-62d2-76d8-e040-11ac0d4863c3.csv,Breast-AdenoCA,1,5
16,f80293b8-ddb7-f575-e040-11ac0d48309d.csv,Breast-AdenoCA,1,5
15,f7d70fac-c76f-399e-e040-11ac0c482f9c.csv,Breast-AdenoCA,1,5
8,73936e8b-c893-4afd-bd1f-be90c06a4869.csv,Breast-AdenoCA,3,5
11,e7dc7492-3a84-49c7-8dea-8f508b53dc40.csv,Breast-AdenoCA,7,5
23,fca07e09-1fd2-9ef5-e040-11ac0d485bbd.csv,Breast-AdenoCA,8,5
22,fc8130e5-18b8-ef38-e040-11ac0c483297.csv,Breast-AdenoCA,8,5
12,eddfbfb9-3ae8-449b-b870-46062a2571c1.csv,Breast-AdenoCA,1,5
8,8e03e773-5557-4e78-889b-4710c515378f.csv,Breast-AdenoCA,10,5
7,5a535c49-d42e-43c6-9d32-dc76f28d4f0f.csv,Breast-AdenoCA,4,5
6,41f140b8-72b9-4ae3-8b25-6144d9f94d0f.csv,Breast-AdenoCA,7,5
5,25c76a8f-77c0-4650-bddf-45ed0c10a2e6.csv,Breast-AdenoCA,7,5
4,07b5141f-ac79-439b-883b-b0183bbe7ff5.csv,Breast-AdenoCA,7,5
23,fc9f6916-da31-ab17-e040-11ac0c4808f3.csv,Breast-AdenoCA,6,5
22,fc8130e3-01ba-c740-e040-11ac0c483291.csv,Breast-AdenoCA,6,5
21,fc8130e0-0e1f-b54d-e040-11ac0c48326c.csv,Breast-AdenoCA,6,5
20,fc8130e0-08dd-b996-e040-11ac0c48327b.csv,Breast-AdenoCA,6,5
18,fc8130df-1bc2-c537-e040-11ac0d485de6.csv,Breast-AdenoCA,2,5
23,fc8edf46-2005-1af4-e040-11ac0d481414.csv,Breast-AdenoCA,2,5
22,fc8130e0-a94d-d9d0-e040-11ac0c483262.csv,Breast-AdenoCA,2,5
14,f7b847e5-0f5d-69b4-e040-11ac0c4845fe.csv,Breast-AdenoCA,3,5
13,f393bb05-ec1c-17be-e040-11ac0d48452f.csv,Breast-AdenoCA,1,5
6,3585e133-b3c1-4d90-b5f2-2b867e0ae0ec.csv,Breast-AdenoCA,4,5
