,samples,nm_class,slices,fold
55,a876398c-5b1d-444f-a360-5fe2db697480,Breast-AdenoCA,5,4
56,aa58c09a-7799-4675-8310-d270224b163e,Breast-AdenoCA,1,4
57,aacaba97-ecde-440b-aae0-0e9c608c4b24,Breast-AdenoCA,2,4
58,b27d75ba-5989-4200-bfe9-f1b7d7cf8008,Breast-AdenoCA,3,4
60,c61ded54-f80e-4da8-b1d8-e22551c96118,Breast-AdenoCA,5,4
61,c67409b2-ac25-42a0-8543-4636ef132fe4,Breast-AdenoCA,1,4
62,cc4f9175-a8c8-424a-99d7-8bd11cae0e52,Breast-AdenoCA,2,4
63,d5372745-95cf-4572-a6e7-e7f5b796911a,Breast-AdenoCA,3,4
65,d8fbb398-d1da-4444-984a-22c8523625da,Breast-AdenoCA,5,4
66,dabb5a94-9706-4429-8db0-c328e2004340,Breast-AdenoCA,1,4
67,db45d81f-695c-4f99-beea-6dbec1ff47fc,Breast-AdenoCA,2,4
68,ddc7377d-82c3-480a-be3c-3d1da52c77d4,Breast-AdenoCA,3,4
70,e5593865-5f8e-4a4c-b36f-73fbe64d66da,Breast-AdenoCA,5,4
71,e55f338f-97e2-4394-ae23-c92606069485,Breast-AdenoCA,1,4
72,e7dc7492-3a84-49c7-8dea-8f508b53dc40,Breast-AdenoCA,2,4
73,e8392f20-c9e3-4649-b64f-5b266c393a76,Breast-AdenoCA,3,4
75,ec4d4cbc-d5d1-418d-a292-cad9576624fd,Breast-AdenoCA,5,4
76,eddfbfb9-3ae8-449b-b870-46062a2571c1,Breast-AdenoCA,1,4
77,f221cbb5-eefa-187f-e040-11ac0c481708,Breast-AdenoCA,2,4
78,f393baf9-2710-9203-e040-11ac0d484504,Breast-AdenoCA,3,4
80,f393bafe-7503-5c45-e040-11ac0d484511,Breast-AdenoCA,5,4
81,f393bafe-c99f-3725-e040-11ac0d484514,Breast-AdenoCA,1,4
82,f393bb00-888d-710f-e040-11ac0d484518,Breast-AdenoCA,2,4
83,f393bb01-6ed7-9533-e040-11ac0d484521,Breast-AdenoCA,3,4
85,f393bb05-c737-4cc3-e040-11ac0d48452a,Breast-AdenoCA,5,4
86,f393bb05-ec1c-17be-e040-11ac0d48452f,Breast-AdenoCA,1,4
87,f393bb07-270c-2c93-e040-11ac0d484533,Breast-AdenoCA,2,4
88,f393bb08-4121-cad8-e040-11ac0d484535,Breast-AdenoCA,3,4
90,f393bb0a-9b20-a0e5-e040-11ac0d48454e,Breast-AdenoCA,5,4
91,f393bb0a-df7d-645c-e040-11ac0d484550,Breast-AdenoCA,1,4
92,f393bb0b-08ed-3335-e040-11ac0d484554,Breast-AdenoCA,2,4
93,f393bb0c-3ffa-cb72-e040-11ac0d48455c,Breast-AdenoCA,3,4
95,f39cc911-36a7-4c06-9e91-4ad86281db3d,Breast-AdenoCA,5,4
96,f6114c69-71a1-47d5-9b28-b0227b1872f7,Breast-AdenoCA,1,4
97,f69e5057-eda6-4391-ba9a-aedbf6b572da,Breast-AdenoCA,2,4
98,f7b847e5-0f5d-69b4-e040-11ac0c4845fe,Breast-AdenoCA,3,4
100,f7b84bac-f161-9eee-e040-11ac0c4847ed,Breast-AdenoCA,5,4
101,f7b84c09-15d4-3046-e040-11ac0c4847ff,Breast-AdenoCA,1,4
102,f7c6486a-bb08-f77a-e040-11ac0c482953,Breast-AdenoCA,2,4
103,f7c6a336-3126-7580-e040-11ac0c485971,Breast-AdenoCA,3,4
105,f7d128d2-3964-e3bc-e040-11ac0d481667,Breast-AdenoCA,5,4
106,f7d70fac-c76f-399e-e040-11ac0c482f9c,Breast-AdenoCA,1,4
107,f7d7b3db-02af-61cb-e040-11ac0c480c03,Breast-AdenoCA,2,4
108,f7e4a2a8-093d-9e36-e040-11ac0d480c7d,Breast-AdenoCA,3,4
110,f7e7d61f-e2dc-b523-e040-11ac0c482000,Breast-AdenoCA,5,4
111,f7ed28a6-8f5f-e87b-e040-11ac0c48120e,Breast-AdenoCA,1,4
112,f7f3e156-0dde-72b9-e040-11ac0d48542c,Breast-AdenoCA,2,4
113,f7f66114-e321-1d4c-e040-11ac0d48541a,Breast-AdenoCA,3,4
115,f7fdda4f-7bf7-ede7-e040-11ac0c486e57,Breast-AdenoCA,5,4
116,f80293b8-ddb7-f575-e040-11ac0d48309d,Breast-AdenoCA,1,4
117,f809247c-2bab-ab06-e040-11ac0d482b8a,Breast-AdenoCA,2,4
118,f848b66f-bd9e-4fba-afd4-eb58848d1ef4,Breast-AdenoCA,3,4
120,fb9135d9-2acf-41dd-8552-359e6b8c9470,Breast-AdenoCA,5,4
121,fc447d4f-2532-c8ea-e040-11ac0c48469f,Breast-AdenoCA,1,4
122,fc447d51-cdc2-a180-e040-11ac0c4846a4,Breast-AdenoCA,2,4
123,fc447d53-24d1-c83d-e040-11ac0c4846a6,Breast-AdenoCA,3,4
125,fc447d56-0d53-e0c3-e040-11ac0c4846a8,Breast-AdenoCA,5,4
126,fc5dc6d8-62d2-76d8-e040-11ac0d4863c3,Breast-AdenoCA,1,4
127,fc639186-8302-798e-e040-11ac0c484cec,Breast-AdenoCA,2,4
128,fc63cbab-d27a-5ebb-e040-11ac0c48724f,Breast-AdenoCA,3,4
130,fc68e599-6a40-61dc-e040-11ac0d48700d,Breast-AdenoCA,5,4
131,fc6d77a9-121b-48ab-a899-713c3d1319a2,Breast-AdenoCA,1,4
132,fc78685a-7053-152a-e040-11ac0c480ded,Breast-AdenoCA,2,4
133,fc7eb420-5c13-20bd-e040-11ac0d484574,Breast-AdenoCA,3,4
135,fc806c50-2f6e-418d-e040-11ac0d485f01,Breast-AdenoCA,5,4
136,fc8130df-18fe-c74d-e040-11ac0d485df2,Breast-AdenoCA,1,4
137,fc8130df-1bc2-c537-e040-11ac0d485de6,Breast-AdenoCA,2,4
138,fc8130df-1cdd-cade-e040-11ac0d485dec,Breast-AdenoCA,3,4
140,fc8130df-1f21-c8f9-e040-11ac0d485dfc,Breast-AdenoCA,5,4
141,fc8130df-2211-cfcc-e040-11ac0d485dde,Breast-AdenoCA,1,4
142,fc8130df-24d9-32f1-e040-11ac0d485df0,Breast-AdenoCA,2,4
143,fc8130df-2628-304a-e040-11ac0d485dfa,Breast-AdenoCA,3,4
145,fc8130df-2ca4-39d2-e040-11ac0d485e00,Breast-AdenoCA,5,4
146,fc8130df-2d5f-3b53-e040-11ac0d485dee,Breast-AdenoCA,1,4
147,fc8130df-2e39-3814-e040-11ac0d485de0,Breast-AdenoCA,2,4
148,fc8130df-30a5-3e6a-e040-11ac0d485de2,Breast-AdenoCA,3,4
150,fc8130df-3225-3f96-e040-11ac0d485dfe,Breast-AdenoCA,5,4
151,fc8130df-3361-3c8a-e040-11ac0d485dea,Breast-AdenoCA,1,4
152,fc8130df-34f8-22c6-e040-11ac0d485de8,Breast-AdenoCA,2,4
153,fc8130df-35ac-2304-e040-11ac0d485dda,Breast-AdenoCA,3,4
155,fc8130df-6977-7704-e040-11ac0d485de4,Breast-AdenoCA,5,4
156,fc8130df-6bec-7627-e040-11ac0d485e04,Breast-AdenoCA,1,4
157,fc8130df-897d-5404-e040-11ac0d485e0a,Breast-AdenoCA,2,4
158,fc8130df-8ec8-5b1e-e040-11ac0d485e06,Breast-AdenoCA,3,4
160,fc8130df-e399-e34d-e040-11ac0c483279,Breast-AdenoCA,5,4
161,fc8130e0-08dd-b996-e040-11ac0c48327b,Breast-AdenoCA,1,4
162,fc8130e0-095f-b953-e040-11ac0c483287,Breast-AdenoCA,2,4
163,fc8130e0-096a-b991-e040-11ac0c48327d,Breast-AdenoCA,3,4
165,fc8130e0-0b9c-bbc9-e040-11ac0c483266,Breast-AdenoCA,5,4
166,fc8130e0-0bc1-bba7-e040-11ac0c483289,Breast-AdenoCA,1,4
167,fc8130e0-0c53-b432-e040-11ac0c483283,Breast-AdenoCA,2,4
168,fc8130e0-0d25-b475-e040-11ac0c483277,Breast-AdenoCA,3,4
170,fc8130e0-0dcf-b558-e040-11ac0c483285,Breast-AdenoCA,5,4
171,fc8130e0-0e1f-b54d-e040-11ac0c48326c,Breast-AdenoCA,1,4
172,fc8130e0-0f1a-b6eb-e040-11ac0c48328f,Breast-AdenoCA,2,4
173,fc8130e0-a538-dda3-e040-11ac0c483264,Breast-AdenoCA,3,4
175,fc8130e0-a774-d834-e040-11ac0c483268,Breast-AdenoCA,5,4
176,fc8130e0-a8b4-d80d-e040-11ac0c483272,Breast-AdenoCA,1,4
177,fc8130e0-a94d-d9d0-e040-11ac0c483262,Breast-AdenoCA,2,4
178,fc8130e0-ad8a-b832-e040-11ac0d485e14,Breast-AdenoCA,3,4
180,fc8130e2-f2ef-d096-e040-11ac0c483293,Breast-AdenoCA,5,4
181,fc8130e3-01ba-c740-e040-11ac0c483291,Breast-AdenoCA,1,4
182,fc8130e3-023d-c7d4-e040-11ac0c483295,Breast-AdenoCA,2,4
183,fc8130e5-18b8-ef38-e040-11ac0c483297,Breast-AdenoCA,3,4
185,fc81312a-d451-38fb-e040-11ac0c4832a4,Breast-AdenoCA,5,4
186,fc813235-5ed8-7695-e040-11ac0d485e3e,Breast-AdenoCA,1,4
187,fc8edf46-2005-1af4-e040-11ac0d481414,Breast-AdenoCA,2,4
188,fc93b9ab-760a-5223-e040-11ac0c482177,Breast-AdenoCA,3,4
190,fc9ef456-75a2-5967-e040-11ac0c484477,Breast-AdenoCA,5,4
191,fc9f6916-da31-ab17-e040-11ac0c4808f3,Breast-AdenoCA,1,4
192,fc9f6cb0-ceb9-790d-e040-11ac0c480ad1,Breast-AdenoCA,2,4
193,fca07e09-1fd2-9ef5-e040-11ac0d485bbd,Breast-AdenoCA,3,4
195,fca6150f-d555-a29e-e040-11ac0d4873b2,Breast-AdenoCA,5,4
196,fe04d042-a4cc-4a14-8197-415ea40951aa,Breast-AdenoCA,1,4
0,0332b017-17d5-4083-8fc4-9d6f8fdbbbde,CNS-GBM,2,4
1,04339769-517c-448d-a7ca-951f83608c60,CNS-GBM,3,4
3,1e27cc8a-5394-4958-9af6-5ece1fe24516,CNS-GBM,5,4
4,25bee010-cc99-4af0-ba2f-fe4dd308be33,CNS-GBM,1,4
5,2c71d542-1653-4d97-8752-f2fd05c7e75d,CNS-GBM,2,4
6,2ce48f01-2f61-49d9-a56a-7438bf4a37d7,CNS-GBM,3,4
8,374cbd87-428e-4509-85c1-b7d3302c30a0,CNS-GBM,5,4
9,3914c02e-44ad-4c96-8464-61aa95b42c49,CNS-GBM,1,4
10,39520be3-a2af-4189-acf4-9d239363333a,CNS-GBM,2,4
11,41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f,CNS-GBM,3,4
13,4d7f2c74-862b-4aad-98e1-fa831f14a905,CNS-GBM,5,4
14,53dec97d-0464-4ffd-8e2e-95b2b9a03af0,CNS-GBM,1,4
15,56ffaa35-814c-4c0b-b3c6-d4514d34fec2,CNS-GBM,2,4
16,5fd77ba9-5015-4d8b-86a0-582e5c76bdd6,CNS-GBM,3,4
18,6de41ac1-229b-40b9-a494-5588c284351d,CNS-GBM,5,4
19,7163a0f7-2c69-40b8-8857-8ab3f46f0acf,CNS-GBM,1,4
20,7cae6c0b-36fe-411b-bbba-093a4c846d84,CNS-GBM,2,4
21,82d7fa2d-19cd-41b7-8ed1-ea9fb9a544c6,CNS-GBM,3,4
23,914421d2-898e-433e-bb66-b1710eaae2c7,CNS-GBM,5,4
24,96e3db14-2bb1-4f68-aed6-5e794750c96e,CNS-GBM,1,4
25,96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb,CNS-GBM,2,4
26,9880c3c9-5685-42a7-8fe9-7585ea1a1d37,CNS-GBM,3,4
28,a8f86b64-914c-4d89-897b-33bcdd1759f7,CNS-GBM,5,4
29,b1e62d8e-24d2-4118-8cd0-3142acebdd5b,CNS-GBM,1,4
30,b2d17671-d2e1-4c97-8b01-a976d5abe1d6,CNS-GBM,2,4
31,b60392fb-43d9-4c9c-b91b-ded40492e61c,CNS-GBM,3,4
33,c065761d-f775-457f-bda0-4c7c257a701e,CNS-GBM,5,4
34,c27290e4-6835-448a-abdc-df8ddd5f4630,CNS-GBM,1,4
35,d1132127-1250-43af-9c16-425798a3d1a7,CNS-GBM,2,4
36,d60f54f5-b154-42c4-99fb-cea4e7a33dc7,CNS-GBM,3,4
38,ece0f3a4-a204-4c52-bb1f-88d44a875b2e,CNS-GBM,5,4
39,f98de26b-c7d6-435d-81fa-1f1869da9087,CNS-GBM,1,4
40,fca08ee9-b480-4dc7-be56-f1eb03b56f7c,CNS-GBM,2,4
0,7dddd413-d2c6-4f75-bbf6-3b202877546e,CNS-Medullo,3,4
2,031962d6-fc7d-4c6c-9d47-ffa45997b249,CNS-Medullo,5,4
3,03b5268e-881e-49e7-824f-170c3fc8b11b,CNS-Medullo,1,4
4,04b9837e-9ab5-4eb9-9a9c-ef49e3a62662,CNS-Medullo,2,4
5,0609b182-0396-4755-b463-10f949c5b8bb,CNS-Medullo,3,4
7,0ba8f2e2-935a-4123-86aa-6e7f5de85bf4,CNS-Medullo,5,4
8,0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0,CNS-Medullo,1,4
9,0e1e628b-823a-4861-aa95-bed2fada7349,CNS-Medullo,2,4
10,12ae2ba1-9484-47fe-8a3f-bba94a6abe0c,CNS-Medullo,3,4
12,13446fc4-9fa6-4bb3-a00a-b9265b41eb12,CNS-Medullo,5,4
13,13c7065e-6780-4571-978e-a7c13078ff50,CNS-Medullo,1,4
14,147e3496-514e-4da7-be42-7cd9be78ed04,CNS-Medullo,2,4
15,14f41457-25c3-4979-8515-4f33322039a5,CNS-Medullo,3,4
17,19aa8223-ee84-4b5c-b11a-6ca2a2680b3c,CNS-Medullo,5,4
18,19b6b9d6-6912-4b85-a4bf-52014bcb170b,CNS-Medullo,1,4
19,1bd74f92-47f6-427e-af6f-299c3a7fe023,CNS-Medullo,2,4
20,1bea3a72-3b73-4072-a6bb-96a90119d3ac,CNS-Medullo,3,4
22,2009e5e7-1796-445b-8677-46b3804fe0bf,CNS-Medullo,5,4
23,209a9b10-7129-48fe-a899-d14ba17efe6f,CNS-Medullo,1,4
24,2321c412-7730-4694-bc8f-199d7e51a7f8,CNS-Medullo,2,4
25,27847313-3b1e-47f2-84f1-acadaf265cf3,CNS-Medullo,3,4
27,30376989-7edb-4863-9496-1789eccef8c4,CNS-Medullo,5,4
28,3166f1ae-678d-42ae-9d44-d3d25d6860c7,CNS-Medullo,1,4
29,324adcfa-3fba-45b9-99f0-9d41c0c54d79,CNS-Medullo,2,4
30,32a63b4f-3baa-4987-ad30-5bd0c0548088,CNS-Medullo,3,4
32,35b951c0-edb0-47c4-9076-ede346ea7cb1,CNS-Medullo,5,4
33,37c913e6-9ce5-4338-8849-b5bf7862d36a,CNS-Medullo,1,4
34,391a949d-217a-472c-a6d4-80e548039684,CNS-Medullo,2,4
35,3b399659-8302-428a-9c97-1e7b455c9c2f,CNS-Medullo,3,4
37,3f3aff50-d71b-44af-85d4-f81e813ea420,CNS-Medullo,5,4
38,436af904-65b2-4196-ad8c-a4e98081ee41,CNS-Medullo,1,4
39,45614404-2149-4468-848c-0796e3757d62,CNS-Medullo,2,4
40,48fadd0f-6561-4294-bff4-d5e4f7dfe79f,CNS-Medullo,3,4
42,49fa7e44-c86f-4b1f-8849-e5fe5b9de734,CNS-Medullo,5,4
43,4a698352-25e6-4137-bef8-b6520d5b1b95,CNS-Medullo,1,4
44,4c3f733d-5fd5-4f67-af5f-8c36c5b37be2,CNS-Medullo,2,4
45,4d121008-0987-4142-a2b8-7dac58f3110a,CNS-Medullo,3,4
47,4d6bb438-86f0-4414-962f-2b1cebee4524,CNS-Medullo,5,4
48,4daa2708-d0db-40fe-a07a-763f003adcae,CNS-Medullo,1,4
49,4e361622-f9a8-4e9b-a89e-19bafebe1d6a,CNS-Medullo,2,4
50,4f3c2c94-fa7f-4945-9dff-e4d4dac95f56,CNS-Medullo,3,4
52,51dd1a39-7349-442c-b7e1-7850fb800569,CNS-Medullo,5,4
53,55c75a2a-f3d2-4469-9d23-604cf539d548,CNS-Medullo,1,4
54,571ce258-b453-4cac-b05e-05755791be84,CNS-Medullo,2,4
55,573ee34b-43a7-40d8-95ee-0ced4b46a7c8,CNS-Medullo,3,4
57,59bfcb53-91c1-4dce-856a-f4afc8fa6224,CNS-Medullo,5,4
58,5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c,CNS-Medullo,1,4
59,5ab6a1d3-76f8-45d4-a430-d9831daa9ec4,CNS-Medullo,2,4
60,5beafbbb-4613-4bab-977a-11c865e13a84,CNS-Medullo,3,4
62,5cbd429f-ffab-41ad-8016-422f1c922e99,CNS-Medullo,5,4
63,5f00a760-fbc0-41f0-b92b-b3c553eac0e5,CNS-Medullo,1,4
64,5f096d7b-a1ea-4cc2-af73-10108089ae84,CNS-Medullo,2,4
65,5fa88c3a-dbc1-43f2-82b2-e0592f35ce57,CNS-Medullo,3,4
67,6551ec26-4166-4d4f-bee2-444ea2466978,CNS-Medullo,5,4
68,68956108-2606-4696-b038-462b6c432398,CNS-Medullo,1,4
69,6c642c0b-4dd0-406c-ac68-ea376802d61b,CNS-Medullo,2,4
70,6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea,CNS-Medullo,3,4
72,706a1085-5994-4d04-b56b-d301c9ed5afa,CNS-Medullo,5,4
73,70990332-7702-45e2-84cb-8bbff773f160,CNS-Medullo,1,4
74,72b62805-76f9-476a-b876-a781e69a2c90,CNS-Medullo,2,4
75,75e1bdbc-474e-4367-9b4a-963b31f3b297,CNS-Medullo,3,4
77,7f22b0f7-4040-4c84-939e-894c3050ef5d,CNS-Medullo,5,4
78,8404ef5b-7a64-47fe-98f9-3f63619d2d99,CNS-Medullo,1,4
79,868c95ad-45df-4f8e-9553-b7c2c5679deb,CNS-Medullo,2,4
80,86ae34f9-e16a-4593-8e55-b1296782bc1f,CNS-Medullo,3,4
82,889fb525-5055-4408-a12e-17f1225c9d29,CNS-Medullo,5,4
83,8a8dd718-c46e-462a-9793-83d88f5caa7f,CNS-Medullo,1,4
84,8bda75a6-86b9-458e-948b-05049b4c52ce,CNS-Medullo,2,4
85,8efb116f-4ecf-4191-8ebf-90a94c1880cf,CNS-Medullo,3,4
87,909f3c5d-89fc-419b-a654-75ac1dbb149f,CNS-Medullo,5,4
88,90ab64be-2229-4a8e-b864-4260b6cb39e9,CNS-Medullo,1,4
89,924bcc4a-c982-43bf-8bbb-641dc983d65e,CNS-Medullo,2,4
90,93be2990-bceb-45fd-aca5-3358d96e9d5a,CNS-Medullo,3,4
92,97f451e5-a1cc-4f29-8318-0e6ae74efe2f,CNS-Medullo,5,4
93,9be1246b-3dc1-4928-8b89-2d5ed0c866e8,CNS-Medullo,1,4
94,9beb4126-0112-4c06-80a3-e5dd1c2b88d5,CNS-Medullo,2,4
95,a2a4021e-1273-4c18-907c-d20454ab898c,CNS-Medullo,3,4
97,aa018d90-5250-4313-9f7c-a3f196765e07,CNS-Medullo,5,4
98,aa4bf69c-a1a6-48dc-96fc-3fe7d2680517,CNS-Medullo,1,4
99,aa5907cb-3be3-4e23-982d-719417baeb37,CNS-Medullo,2,4
100,ac1bd179-8285-468c-ab9f-7f91151ca0f2,CNS-Medullo,3,4
102,ae464652-2f8c-4d94-8b08-cd8f1d29256e,CNS-Medullo,5,4
103,aed4363b-19b8-4cb5-aa34-a442410d0796,CNS-Medullo,1,4
104,b061cb06-e927-4f24-82bb-9e651f7ae0e3,CNS-Medullo,2,4
105,b0d1fde4-928f-4f4c-bff6-33b885582bb5,CNS-Medullo,3,4
107,b64173fc-abac-4695-902b-f0acf9444e9f,CNS-Medullo,5,4
108,b68f18e1-0117-420c-9405-e8d3a1e8caff,CNS-Medullo,1,4
109,b86678f3-c9cf-4ba4-8248-3efb2a7c4884,CNS-Medullo,2,4
110,ba5667da-7688-4931-bdb7-d65f391caf60,CNS-Medullo,3,4
112,bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06,CNS-Medullo,5,4
113,bf24366f-fd91-4d84-8b3d-eed80064250d,CNS-Medullo,1,4
114,c20cb5c8-a6d0-4150-b72b-3f7e8909d72b,CNS-Medullo,2,4
115,c4c776f8-ee3f-4cce-beb9-8dcf262cdcdf,CNS-Medullo,3,4
117,c6224ab0-74f5-4f0a-9fe0-c083f806c853,CNS-Medullo,5,4
118,c955387a-16e5-447c-8e69-e4c04a9861d5,CNS-Medullo,1,4
119,cb56e4c2-2fff-4f09-be34-fbdaa3794b35,CNS-Medullo,2,4
120,cb89cea8-f78e-4024-97c2-8f24debee1bc,CNS-Medullo,3,4
122,cc69fe94-0ecf-45ad-a03f-8fb7198e8657,CNS-Medullo,5,4
123,cc6ab103-f07c-4b80-8c8e-cddc8a4da02e,CNS-Medullo,1,4
124,cd2a045b-fbde-49c6-8be6-c0e3ecee246f,CNS-Medullo,2,4
125,cdc672cc-35df-4f10-88f1-d3e40dabf601,CNS-Medullo,3,4
127,d0161ca7-3c33-4fe5-80df-0cc4b3c4e8ee,CNS-Medullo,5,4
128,d17c2123-d262-43f4-9d06-3547f991cde7,CNS-Medullo,1,4
129,d4ea36e2-1323-4441-8c63-40ce269608f4,CNS-Medullo,2,4
130,d5f92ce6-796f-480d-bf98-e1080a279207,CNS-Medullo,3,4
132,d8995dfa-a780-4fe6-b3f8-fb464f51a1cf,CNS-Medullo,5,4
133,d8e2af63-afe0-4f15-88b4-78118cf68160,CNS-Medullo,1,4
134,d9338d73-1d5e-4808-91f2-b5a09f7342de,CNS-Medullo,2,4
135,e23462f2-cb86-4a3e-8521-221f4bec247c,CNS-Medullo,3,4
137,e9d607e8-41c3-4210-870b-a9ab9b1d1c8c,CNS-Medullo,5,4
138,ea121956-77f5-4da3-ab15-0b825469eafe,CNS-Medullo,1,4
139,ed1f5a41-921f-469a-bc04-306a5435e067,CNS-Medullo,2,4
140,ed46bb2e-97e3-4914-a086-de80e00d6ee8,CNS-Medullo,3,4
142,f15989a1-e820-4879-a535-438277acad49,CNS-Medullo,5,4
143,f2d18ad2-2f18-4c1d-8b35-46f999a82f30,CNS-Medullo,1,4
144,f663ff15-c8d3-4bff-8bf9-bf8e983579e0,CNS-Medullo,2,4
145,fccb865d-83ed-4bfe-ad84-0689813ae977,CNS-Medullo,3,4
1,02078f77-2b35-4fa3-ab02-2c017181295e,CNS-PiloAstro,5,4
2,02706819-bcab-4c49-a569-a4a8c60db1c0,CNS-PiloAstro,1,4
3,0292a46f-a282-4b7f-a7d6-ac55cc7324fb,CNS-PiloAstro,2,4
4,06018aae-1107-4899-bd24-14e6b1f94709,CNS-PiloAstro,3,4
6,11ae45fb-05f6-425a-9295-d50d13407006,CNS-PiloAstro,5,4
7,129d2c6c-6688-4b29-bfa7-8df3fe77b25a,CNS-PiloAstro,1,4
8,1358ff92-4db9-4e42-b63a-984a7bea425a,CNS-PiloAstro,2,4
9,1a134c18-ced3-4bae-9f15-5f0f09526639,CNS-PiloAstro,3,4
11,2a5a5840-a834-47a1-b1f4-dc8fed620f5c,CNS-PiloAstro,5,4
12,2c2e5f87-bd22-4a5e-be71-3bcc2aefaf74,CNS-PiloAstro,1,4
13,36160be6-368f-4cdb-b1ee-9ed5b64462fa,CNS-PiloAstro,2,4
14,363d3a59-dce3-408d-a736-5c29ba9f9b6d,CNS-PiloAstro,3,4
16,3b4ff158-c6d8-4a26-9568-0634ddb4a609,CNS-PiloAstro,5,4
17,3baecfba-6977-4374-8bc9-22240abad9b5,CNS-PiloAstro,1,4
18,43bf37e0-3dbc-4360-818c-fc1356d77495,CNS-PiloAstro,2,4
19,46e503ae-461d-443a-869b-f261c5570de1,CNS-PiloAstro,3,4
21,49b26ab5-2ca9-49b1-ae83-573fa41af2cd,CNS-PiloAstro,5,4
22,4a35b01f-5e19-4673-abea-d87fd1d605d0,CNS-PiloAstro,1,4
23,52f2d49e-f24d-41d2-9f73-33bd1cc51bba,CNS-PiloAstro,2,4
24,534d941c-ec2d-47eb-b2dc-d3f856d0b151,CNS-PiloAstro,3,4
26,5714b52d-7048-41b5-8141-bf42d960abe4,CNS-PiloAstro,5,4
27,57947014-053e-4c34-b6a7-9e6f36f48010,CNS-PiloAstro,1,4
28,5fe83740-0688-46fe-97b4-4c7c8cfa206e,CNS-PiloAstro,2,4
29,6239e340-d50c-45b1-a7ca-e1135671ae0f,CNS-PiloAstro,3,4
31,64e5ee38-e5c6-4911-ad87-c50dd8e52f1b,CNS-PiloAstro,5,4
32,67a2e34f-454e-4253-8f22-262fc74d312c,CNS-PiloAstro,1,4
33,69d6142c-3a16-46c9-8bed-1f4edc267c4d,CNS-PiloAstro,2,4
34,6aba73ff-81e0-4f8d-ad12-e3136196e814,CNS-PiloAstro,3,4
36,6f4d836f-e86f-4b12-9549-7117f59e3d4a,CNS-PiloAstro,5,4
37,718c5a31-6b19-4f68-9fb9-79b0c00d64a5,CNS-PiloAstro,1,4
38,759d30b2-ddb8-49e2-a604-57ff9222d3a0,CNS-PiloAstro,2,4
39,7ac3e543-3bc2-4a59-84fc-b5aa0def592c,CNS-PiloAstro,3,4
41,86cbb7ad-b22b-414f-a122-77d38c77207d,CNS-PiloAstro,5,4
42,89f34810-19c6-47bc-981d-98498b013686,CNS-PiloAstro,1,4
43,8ce95cae-6adb-4bac-b072-94e2d9b70017,CNS-PiloAstro,2,4
44,8fa7549d-d0a6-4216-9763-74b0f21c0fd7,CNS-PiloAstro,3,4
46,94cf1801-a720-4b2f-aab5-0b76c8ccb242,CNS-PiloAstro,5,4
47,955763f0-0735-418f-9ea4-3c980a966002,CNS-PiloAstro,1,4
48,9c949c63-aa63-4a84-ac5a-b5260775cee6,CNS-PiloAstro,2,4
49,a13ee768-1423-4fcc-b663-caaf6694acb3,CNS-PiloAstro,3,4
51,a7fb0931-28df-46f4-bc0f-2011fc91f0e1,CNS-PiloAstro,5,4
52,aa2654f4-94f9-487a-b415-85df69261161,CNS-PiloAstro,1,4
53,afd1f2e0-343c-416d-8e8f-2177f312c2f0,CNS-PiloAstro,2,4
54,b1d2457d-3267-46ba-9fdf-663985e60538,CNS-PiloAstro,3,4
56,bb45c6f5-49cb-418d-85bb-3ded165e2d07,CNS-PiloAstro,5,4
57,bb66787e-e0b2-45b6-b452-98a6c32132e7,CNS-PiloAstro,1,4
58,bb91765e-4c55-4e7d-93e8-77face8c91f4,CNS-PiloAstro,2,4
59,bc5160ae-d629-46c4-b068-7075876b9103,CNS-PiloAstro,3,4
61,bea0e802-96d3-46e2-8030-17019a71e0bb,CNS-PiloAstro,5,4
62,c8f61136-0bea-4fb4-bb63-699af7f22146,CNS-PiloAstro,1,4
63,c9ca979d-b3ad-4ff0-92d0-140105413d28,CNS-PiloAstro,2,4
64,cb74d12c-eed1-4b14-8f93-d70e625eb65e,CNS-PiloAstro,3,4
66,d00625b4-6e0e-4d96-8e4c-8f1ddcc7aded,CNS-PiloAstro,5,4
67,d1d2932b-f1c4-4080-9b75-dcf1ab0ab217,CNS-PiloAstro,1,4
68,d4ecbf52-f6a9-4394-9d3b-8eb8eee1b17b,CNS-PiloAstro,2,4
69,d884d070-6077-4155-9978-76aca7ba1e76,CNS-PiloAstro,3,4
71,db98d6d5-94a5-4559-8f29-49eb74f83ce3,CNS-PiloAstro,5,4
72,dccddb92-bb26-4dc9-a935-2320d089a54a,CNS-PiloAstro,1,4
73,ddb6c68e-0c90-4bde-a011-523600ce8b29,CNS-PiloAstro,2,4
74,de55876b-5d7d-46e7-bf3e-35db7a155300,CNS-PiloAstro,3,4
76,df6b025e-ccb7-4f1a-ba22-1dcf76e6554c,CNS-PiloAstro,5,4
77,e592e8db-b3d1-4ab5-ae0d-de4b5b4c0f1a,CNS-PiloAstro,1,4
